58,i lost one of my parents a while ago.,it is difficult for me to connect to others.
59,i lost one of my parents a while ago.,it is difficult for me to connect to others.
60,i lost one of my parents a while ago.,it is difficult for me to connect to others.
61,in reality i am 32 and live at home with my mother.,i miss my dad.
62,we have a dog.,my parents are still married.
63,we have a dog.,my parents are still married.
64,we have a dog.,my parents are still married.
65,i visited europe in june.,i have a basic job.
66,i visited europe in june.,i have a basic job.
67,i visited europe in june.,i have a basic job.
68,i am a grandmother.,i have been a wife for a short amount of time.
69,i am a grandmother.,i have been a wife for a short amount of time.
70,i am a grandmother.,i have been a wife for a short amount of time.
71,i am a father.,i like basketball.
72,i am a father.,i like basketball.
73,i am a father.,i like basketball.
74,i love to eat cheese.,i like to cook stews.
75,i love to eat cheese.,i like to cook stews.
76,i love to eat cheese.,i like to cook stews.
77,i enjoy walking my canine friend.,i own a pet reptile.
78,i enjoy walking my canine friend.,i own a pet reptile.
79,i enjoy walking my canine friend.,i own a pet reptile.
80,i love meat.,i have a new job selling cars.
81,i love meat.,i have a new job selling cars.
82,i have a short commute to get to my job.,i just moved out of my parents to live on my own.
83,i have a short commute to get to my job.,i just moved out of my parents to live on my own.
84,i have a short commute to get to my job.,i just moved out of my parents to live on my own.
85,i like to race rc cars.,i love to eat fish.
86,i like to race rc cars.,i love to eat fish.
87,i like to race rc cars.,i love to eat fish.
88,i learnt to drive.,i like making a salmon entree.
89,i learnt to drive.,i like making a salmon entree.
90,i learnt to drive.,i like making a salmon entree.
91,i am in the army.,i fly airplanes.
92,i am in the army.,i fly airplanes.
93,i am a competitive ski racer.,although i ski down high hills
94,i am a competitive ski racer.,although i ski down high hills
95,i hate to be a disappointment to the people i love.,i want a girlfriend.
96,i hate to be a disappointment to the people i love.,i want a girlfriend.
97,i hate to be a disappointment to the people i love.,i want a girlfriend.
98,i hate to be a disappointment to the people i love.,i want a girlfriend.
99,i hate to be a disappointment to the people i love.,i want a girlfriend.
100,i hate to be a disappointment to the people i love.,i want a girlfriend.
101,my wedding is set for april 11.,i want candy.
102,my wedding is set for april 11.,i want candy.
103,my wedding is set for april 11.,i want candy.
104,i hope i get to go skydiving while i still can.,i own reptiles.
105,i hope i get to go skydiving while i still can.,i own reptiles.
106,i hope i get to go skydiving while i still can.,i own reptiles.
107,i like to surf.,i am a mechanic.
108,i like to surf.,i am a mechanic.
109,i love to sing.,i like to cook breakfast on sundays.
110,i live in the country.,my work is in leadership at safeway.
111,i live in the country.,my work is in leadership at safeway.
112,i live in the country.,my work is in leadership at safeway.
113,health is important to me.,i use a wheelchair.
114,health is important to me.,i use a wheelchair.
115,health is important to me.,i use a wheelchair.
116,i am relocating for a job.,my mom was a british ballerina.
117,i am relocating for a job.,my mom was a british ballerina.
118,i am relocating for a job.,my mom was a british ballerina.
119,i have always liked nice cars.,my wedding is set for april 11.
120,i have always liked nice cars.,my wedding is set for april 11.
121,i have always liked nice cars.,my wedding is set for april 11.
122,my parent works to help children.,i am a cashier in a supermarket.
123,my parent works to help children.,i am a cashier in a supermarket.
124,my parent works to help children.,i am a cashier in a supermarket.
125,i fell in love this summer.,i hate school.
126,i fell in love this summer.,i hate school.
127,my husband and i have 4 daughters and 1 son.,i hate seeing animals in pain.
128,my husband and i have 4 daughters and 1 son.,i hate seeing animals in pain.
129,my husband and i have 4 daughters and 1 son.,i hate seeing animals in pain.
130,i just started college.,i like eating vegetables.
131,i just started college.,i like eating vegetables.
132,i just started college.,i like eating vegetables.
133,i have won tap dance competitions.,i love to bake cakes.
134,i spend a lot of time outside.,i care about the environment.
135,i spend a lot of time outside.,i care about the environment.
136,i spend a lot of time outside.,i care about the environment.
137,my locks are chestnut.,i am a educator.
138,my locks are chestnut.,i am a educator.
139,my locks are chestnut.,i am a educator.
140,i take her to the park.,my boyfriend is unemployed.
141,i prefer beasts to humans.,i am kind of a pet hoarder.
142,i prefer beasts to humans.,i am kind of a pet hoarder.
143,i prefer beasts to humans.,i am kind of a pet hoarder.
144,i love food.,i love to travel.
145,i love food.,i love to travel.
146,i love going to concerts on the weekend.,i collect stamps.
147,i love going to concerts on the weekend.,i collect stamps.
148,i love going to concerts on the weekend.,i collect stamps.
149,i like football.,we drink beer and eat food.
150,i like football.,we drink beer and eat food.
151,i am currently looking for a job.,i am not a fan of science.
152,i am currently looking for a job.,i am not a fan of science.
153,i am currently looking for a job.,i am not a fan of science.
154,i like books about trains.,my cat died.
155,i love winning.,coffee is important to me.
156,i love winning.,coffee is important to me.
157,i love winning.,coffee is important to me.
158,i am a lover of italian food.,my father has a very prestigious job.
159,i am a cashier in a supermarket.,my parent works to help children.
160,i am a cashier in a supermarket.,my parent works to help children.
161,i am a cashier in a supermarket.,my parent works to help children.
162,i am a cashier in a supermarket.,i enjoy going to see them occasionally.
163,i am a cashier in a supermarket.,i enjoy going to see them occasionally.
164,i am a cashier in a supermarket.,i enjoy going to see them occasionally.
165,i love to use oils to create vivid landscapes.,i take care of my body.
166,i love to use oils to create vivid landscapes.,i take care of my body.
167,i love to use oils to create vivid landscapes.,i take care of my body.
168,my children are my life.,i love kids and am a doctor.
169,my children are my life.,i love kids and am a doctor.
170,my children are my life.,i love kids and am a doctor.
171,my daughters say i am a great mother.,i have a family of three daughters.
172,my daughters say i am a great mother.,i have a family of three daughters.
173,i constantly have feelings of anger.,i hang out in clubs and look at the folks drinking.
174,i constantly have feelings of anger.,i hang out in clubs and look at the folks drinking.
175,i constantly have feelings of anger.,i hang out in clubs and look at the folks drinking.
176,i think posting pics on facebook of my everyday life is fun.,cooking is my passion !.
177,i think posting pics on facebook of my everyday life is fun.,cooking is my passion !.
178,i think posting pics on facebook of my everyday life is fun.,cooking is my passion !.
179,i think posting pics on facebook of my everyday life is fun.,cooking is my passion !.
180,i think posting pics on facebook of my everyday life is fun.,cooking is my passion !.
181,i think posting pics on facebook of my everyday life is fun.,cooking is my passion !.
182,i enjoy learning.,i like to absorb written materials.
183,i enjoy learning.,i like to absorb written materials.
184,i enjoy learning.,i like to absorb written materials.
185,i enjoy simple but filling foods.,studying peoples lives helps me fall asleep.
186,i enjoy simple but filling foods.,studying peoples lives helps me fall asleep.
187,i enjoy simple but filling foods.,studying peoples lives helps me fall asleep.
188,i love to workout.,i am glad that i work from home.
189,i love to workout.,i am glad that i work from home.
190,i am a musician.,i like to write my own songs.
191,i am a musician.,i like to write my own songs.
192,i am a musician.,i like to write my own songs.
193,my place of residence is floating on a river.,i own more than one canine but less than three.
194,my place of residence is floating on a river.,i own more than one canine but less than three.
195,my place of residence is floating on a river.,i own more than one canine but less than three.
196,i used to be in the army and i did some fighting.,i curate art.
197,i used to be in the army and i did some fighting.,i curate art.
198,i used to be in the army and i did some fighting.,i curate art.
199,i love to read.,i have none to share my thoughts about the books i read.
200,i love to read.,i have none to share my thoughts about the books i read.
201,i love to read.,i have none to share my thoughts about the books i read.
202,i create music on instruments.,i work for the government.
203,i create music on instruments.,i work for the government.
204,i create music on instruments.,i work for the government.
205,i have hit alot of attractions.,i like to walk through nature.
206,i have hit alot of attractions.,i like to walk through nature.
207,i have hit alot of attractions.,i like to walk through nature.
208,i like people of the same sex and gender as me.,i enjoy fixing my brew.
209,i like people of the same sex and gender as me.,i enjoy fixing my brew.
210,i like people of the same sex and gender as me.,i enjoy fixing my brew.
211,i work as a doctor.,i just got out of the hospital so i have accumulated some debt.
212,i work as a doctor.,i just got out of the hospital so i have accumulated some debt.
213,i work as a doctor.,i just got out of the hospital so i have accumulated some debt.
214,i like to raise animals.,my spouse is a member of the military.
215,i like to raise animals.,my spouse is a member of the military.
216,i like to raise animals.,my spouse is a member of the military.
217,i break out in a rash when i have dairy.,i have written a novel.
218,i break out in a rash when i have dairy.,i have written a novel.
219,i break out in a rash when i have dairy.,i have written a novel.
220,i still am staying with my mom and dad.,i flip burgers at mickey dees for a living.
221,i still am staying with my mom and dad.,i flip burgers at mickey dees for a living.
222,i still am staying with my mom and dad.,i flip burgers at mickey dees for a living.
223,i work for the government.,i enjoy perceiving nonsense stories.
224,i work for the government.,i enjoy perceiving nonsense stories.
225,i work for the government.,i enjoy perceiving nonsense stories.
226,i work for the government.,i enjoy perceiving nonsense stories.
227,i work for the government.,i enjoy perceiving nonsense stories.
228,i work for the government.,i enjoy perceiving nonsense stories.
229,i am accountant.,i have a short commute to get to my job.
230,i am accountant.,i have a short commute to get to my job.
231,i am accountant.,i have a short commute to get to my job.
232,my work is in leadership at safeway.,i would love to be a professional.
233,my work is in leadership at safeway.,i would love to be a professional.
234,my work is in leadership at safeway.,i would love to be a professional.
235,i have to drink dairy free milk.,breaded tilapia is my favorite dinner dish.
236,i have to drink dairy free milk.,breaded tilapia is my favorite dinner dish.
237,i have to drink dairy free milk.,breaded tilapia is my favorite dinner dish.
238,i like to surf.,i am a reality tv star.
239,pets appeal to me.,i get tired of commercials.
240,pets appeal to me.,i get tired of commercials.
241,pets appeal to me.,i get tired of commercials.
242,pets appeal to me.,i get tired of commercials.
243,pets appeal to me.,i get tired of commercials.
244,pets appeal to me.,i get tired of commercials.
245,i hate ham.,i really enjoy fruit.
246,i hate ham.,i really enjoy fruit.
247,i hate ham.,i really enjoy fruit.
248,i have not done anything since high school.,i love chickens.
249,i have not done anything since high school.,i love chickens.
250,i have not done anything since high school.,i love chickens.
251,i spend a lot of my time at the mall where i work at dillards.,i do not eat meat or anything made from animals.
252,i spend a lot of my time at the mall where i work at dillards.,i do not eat meat or anything made from animals.
253,i spend a lot of my time at the mall where i work at dillards.,i do not eat meat or anything made from animals.
254,i like working with numbers.,my many siblings were a big part of my home life.
255,i like working with numbers.,my many siblings were a big part of my home life.
256,i like working with numbers.,my many siblings were a big part of my home life.
257,my dad works in the automotive industry.,i dream of playing music for a living.
258,my dad works in the automotive industry.,i dream of playing music for a living.
259,my dad works in the automotive industry.,i dream of playing music for a living.
260,i started learning japanese at college.,our class is planning a trip to japan.
261,i am a competitive ski racer.,i like football.
262,i am a competitive ski racer.,i like football.
263,i am a competitive ski racer.,i like football.
264,i have feelings for a person in my past.,i have a professional job.
265,i have feelings for a person in my past.,i have a professional job.
266,i have feelings for a person in my past.,i have a professional job.
267,i am still in love with my ex boyfriend.,i like football.
268,i like sports.,my favorite food is pizza.
269,i like sports.,my favorite food is pizza.
270,i like sports.,my favorite food is pizza.
271,i am going to school to earn a degree.,i do not consume meat.
272,i am going to school to earn a degree.,i do not consume meat.
273,i am going to school to earn a degree.,i do not consume meat.
274,i enlighten young minds.,my father has a lot of knowledge about household repair.
275,i enlighten young minds.,my father has a lot of knowledge about household repair.
276,i enlighten young minds.,my father has a lot of knowledge about household repair.
277,i am a child.,i enjoy visiting places that have a lot of action.
278,i am a child.,i enjoy visiting places that have a lot of action.
279,i am a child.,i enjoy visiting places that have a lot of action.
280,my passion is writing.,i love to do yoga.
281,i like the weird act.,i love to perform but now i am employed at a market.
282,i like the weird act.,i love to perform but now i am employed at a market.
283,i like the weird act.,i love to perform but now i am employed at a market.
284,i used to live in virginia now i live in pennsylvania.,i have a medical condition that is made worse by the cold weather in my state.
285,i used to live in virginia now i live in pennsylvania.,i have a medical condition that is made worse by the cold weather in my state.
286,i used to live in virginia now i live in pennsylvania.,i have a medical condition that is made worse by the cold weather in my state.
287,i make all of my purchases online.,i like snow and ice.
288,i make all of my purchases online.,i like snow and ice.
289,i make all of my purchases online.,i like snow and ice.
290,my sister is a published author.,i vacation in florida every winter.
291,my sister is a published author.,i vacation in florida every winter.
292,my sister is a published author.,i vacation in florida every winter.
293,i am hopeful for marriage.,i spend a lot of my time at the mall where i work at dillards.
294,i am hopeful for marriage.,i spend a lot of my time at the mall where i work at dillards.
295,i am hopeful for marriage.,i spend a lot of my time at the mall where i work at dillards.
296,i hope she enjoys tourist like activites.,i stopped traveling after marrying my love.
297,i hope she enjoys tourist like activites.,i stopped traveling after marrying my love.
298,i hope she enjoys tourist like activites.,i stopped traveling after marrying my love.
299,my spouse is a businessmen.,i have been at the er forever.
300,my spouse is a businessmen.,i have been at the er forever.
301,my spouse is a businessmen.,i have been at the er forever.
302,i have a dog that has behavioral issues.,i love beef.
303,i have a couple of male siblings greater in age than me.,i like the ocean.
304,i have a couple of male siblings greater in age than me.,i like the ocean.
305,i have a couple of male siblings greater in age than me.,i like the ocean.
306,i am pretty good with a racquet.,i have an older brother and an older sister.
307,i am pretty good with a racquet.,i have an older brother and an older sister.
308,i am pretty good with a racquet.,i have an older brother and an older sister.
309,i am taking a year off before i start college.,i am saving money to buy my first car.
310,i am taking a year off before i start college.,i am saving money to buy my first car.
311,i am taking a year off before i start college.,i am saving money to buy my first car.
312,i love going to the gym.,i love animals and i want to help them.
313,i love going to the gym.,i love animals and i want to help them.
314,my career is in communications and advertising.,i want to live in an imaginary planet.
315,my career is in communications and advertising.,i want to live in an imaginary planet.
316,my career is in communications and advertising.,i want to live in an imaginary planet.
317,i am a shopaholic.,i am a larger female.
318,i am a shopaholic.,i am a larger female.
319,i am a shopaholic.,i am a larger female.
320,i am going to school to get a degree now.,i like to play sports and get fresh air.
321,i am going to school to get a degree now.,i like to play sports and get fresh air.
322,i go to at least 10 concerts a year.,i love music.
323,i go to at least 10 concerts a year.,i love music.
324,i love to go to the lake.,i am a happy person.
325,iin my previous job i was a recruiter for time warner.,i enjoy what i do for a living.
326,iin my previous job i was a recruiter for time warner.,i enjoy what i do for a living.
327,iin my previous job i was a recruiter for time warner.,i enjoy what i do for a living.
328,traveling and making friends is something i find delightful.,i like going to rock concerts.
329,i am planning to move to a new state soon.,i enjoy hiking.
330,i enjoy staying in for meals.,i never hope to stop working no matter how old i become.
331,i enjoy staying in for meals.,i never hope to stop working no matter how old i become.
332,i enjoy staying in for meals.,i never hope to stop working no matter how old i become.
333,i enjoy skiing.,i love to travel.
334,i enjoy skiing.,i love to travel.
335,i am good at yarn crafts.,i like consuming salty rod shaped snacks.
336,i am good at yarn crafts.,i like consuming salty rod shaped snacks.
337,i am good at yarn crafts.,i like consuming salty rod shaped snacks.
338,me and them hang out and spectate sports.,i want to create cartoons for a major studio.
339,me and them hang out and spectate sports.,i want to create cartoons for a major studio.
340,me and them hang out and spectate sports.,i want to create cartoons for a major studio.
341,i am just a kid.,i hope i get to go skydiving while i still can.
342,i am just a kid.,i hope i get to go skydiving while i still can.
343,i am just a kid.,i hope i get to go skydiving while i still can.
344,i am good at beach sports.,i enjoy the fashion and beauty industries.
345,i am good at beach sports.,i enjoy the fashion and beauty industries.
346,i am good at beach sports.,i enjoy the fashion and beauty industries.
347,i am good at beach sports.,i enjoy the fashion and beauty industries.
348,i am good at beach sports.,i enjoy the fashion and beauty industries.
349,everyone seems to comment on my height.,i intentionally say things that are not funny.
350,everyone seems to comment on my height.,i intentionally say things that are not funny.
351,everyone seems to comment on my height.,i intentionally say things that are not funny.
352,i am fresh into the post graduate world.,i love canines.
353,i am fresh into the post graduate world.,i love canines.
354,i am fresh into the post graduate world.,i love canines.
355,i like to watch sports.,i am a fitness junkie.
356,i like to watch sports.,i am a fitness junkie.
357,i like to watch sports.,i am a fitness junkie.
358,my hair is colored purple.,i have my own salon.
359,my hair is colored purple.,i have my own salon.
360,my hair is colored purple.,i have my own salon.
361,i eat dominos every day.,education is important to me.
362,i eat dominos every day.,education is important to me.
363,i eat dominos every day.,education is important to me.
364,i like to go out to eat.,i am often late for class.
365,i like to go out to eat.,i am often late for class.
366,i left my work to see the world.,i make software.
367,i left my work to see the world.,i make software.
368,i left my work to see the world.,i make software.
369,i enjoy nature.,i am in a lot of debt.
370,i enjoy nature.,i am in a lot of debt.
371,i enjoy nature.,i am in a lot of debt.
372,when i was little i would dress like a superhero.,my mother and father would allow my sibling and i to come during our childhood.
373,when i was little i would dress like a superhero.,my mother and father would allow my sibling and i to come during our childhood.
374,when i was little i would dress like a superhero.,my mother and father would allow my sibling and i to come during our childhood.
375,i am not a fan of italian.,i teach kids how to be creative and express themselves.
376,i am not a fan of italian.,i teach kids how to be creative and express themselves.
377,i am not a fan of italian.,i teach kids how to be creative and express themselves.
378,i enjoy playing music.,going to restaurants is one of my favorite things to do.
379,i enjoy playing music.,going to restaurants is one of my favorite things to do.
380,i enjoy playing music.,going to restaurants is one of my favorite things to do.
381,my family lost our agricultural home some weeks ago so i am searching for employment.,i have a house in the midwest.
382,my family lost our agricultural home some weeks ago so i am searching for employment.,i have a house in the midwest.
383,my family lost our agricultural home some weeks ago so i am searching for employment.,i have a house in the midwest.
384,i have a freeloader at home.,my babies love catnip and cat grass.
385,i have a freeloader at home.,my babies love catnip and cat grass.
386,i have a freeloader at home.,my babies love catnip and cat grass.
387,jailhouse rock is such a great song.,i need to study harder and get better grades.
388,jailhouse rock is such a great song.,i need to study harder and get better grades.
389,jailhouse rock is such a great song.,i need to study harder and get better grades.
390,i like to work with my hands.,i have three sons and two daughters.
391,i like to work with my hands.,i have three sons and two daughters.
392,i like to work with my hands.,i have three sons and two daughters.
393,i love to use oils to create vivid landscapes.,there is nothing like my mother.
394,i love to use oils to create vivid landscapes.,there is nothing like my mother.
395,i love to use oils to create vivid landscapes.,there is nothing like my mother.
396,i love italian cooking.,i assign edgy labels that allow others find good qualities.
397,i love italian cooking.,i assign edgy labels that allow others find good qualities.
398,i love italian cooking.,i assign edgy labels that allow others find good qualities.
399,i want to volunteer more.,i flip burgers at mickey dees for a living.
400,i want to volunteer more.,i flip burgers at mickey dees for a living.
401,i want to volunteer more.,i flip burgers at mickey dees for a living.
402,i love to watch the voice.,i have glasses.
403,sometimes i think i should get out and exercise more.,i work 60 hours a week.
404,sometimes i think i should get out and exercise more.,i work 60 hours a week.
405,i have a lot of siblings.,i am a ginger.
406,i have a lot of siblings.,i am a ginger.
407,i have a lot of siblings.,i am a ginger.
408,i am a hippie.,i have two tattoos.
409,i am a hippie.,i have two tattoos.
410,i am a hippie.,i have two tattoos.
411,i enjoy skateboarding and going skiing.,i exercise a lot.
412,i enjoy skateboarding and going skiing.,i exercise a lot.
413,i enjoy skateboarding and going skiing.,i exercise a lot.
414,i am a happy person.,i sing many songs.
415,i am a happy person.,i sing many songs.
416,i am a happy person.,i sing many songs.
417,i am still in love with my ex boyfriend.,people say i have a cute laugh.
418,i am still in love with my ex boyfriend.,people say i have a cute laugh.
419,i am still in love with my ex boyfriend.,people say i have a cute laugh.
420,the light midday sky is what i like to pick from the box of crayons.,i work bagging food.
421,the light midday sky is what i like to pick from the box of crayons.,i work bagging food.
422,the light midday sky is what i like to pick from the box of crayons.,i work bagging food.
423,i complete school this year.,i wish to join education.
424,i complete school this year.,i wish to join education.
425,i complete school this year.,i wish to join education.
426,i work as a lifeguard.,my dad works offshore.
427,i work as a lifeguard.,my dad works offshore.
428,i work as a lifeguard.,my dad works offshore.
429,my sibling believes they are a buccaneer.,i have a family member just starting school.
430,my sibling believes they are a buccaneer.,i have a family member just starting school.
431,my sibling believes they are a buccaneer.,i have a family member just starting school.
432,i love my dog.,i am still in school.
433,i love my dog.,i am still in school.
434,i love my dog.,i am still in school.
435,i dislike hatred.,i like the best stuff.
436,i dislike hatred.,i like the best stuff.
437,i dislike hatred.,i like the best stuff.
438,i care about my education.,i am a spiritual person.
439,i care about my education.,i am a spiritual person.
440,i care about my education.,i am a spiritual person.
441," i refuse to go in the ocean , i am afraid that i will drown.",my job is now at the library.
442," i refuse to go in the ocean , i am afraid that i will drown.",my job is now at the library.
443," i refuse to go in the ocean , i am afraid that i will drown.",my job is now at the library.
444,i have a lot of friends.,my dad works at the mill and my mom is a teacher.
445,mother in phone stuff.,i am with family and practicing the guitar.
446,mother in phone stuff.,i am with family and practicing the guitar.
447,mother in phone stuff.,i am with family and practicing the guitar.
448,i like burritos.,i like pizza.
449,i like burritos.,i like pizza.
450,i like burritos.,i like pizza.
451,i love cooking.,i have a missing pinky toe.
452,i love cooking.,i have a missing pinky toe.
453,i love cooking.,i have a missing pinky toe.
454,i never hope to stop working no matter how old i become.,i work regular hours just like the guy next to me.
455,i never hope to stop working no matter how old i become.,i work regular hours just like the guy next to me.
456,i never hope to stop working no matter how old i become.,i work regular hours just like the guy next to me.
457,i love jalapenos.,i rarely change my appearance.
458,i love jalapenos.,i rarely change my appearance.
459,i love jalapenos.,i rarely change my appearance.
460,human automation is my passion.,my employment is manufacturing goods.
461,human automation is my passion.,my employment is manufacturing goods.
462,human automation is my passion.,my employment is manufacturing goods.
463,my father passed away when i was a teen.,i am in advertising.
464,my father passed away when i was a teen.,i am in advertising.
465,my father passed away when i was a teen.,i am in advertising.
466,my father passed away when i was a teen.,i download videos online.
467,my father passed away when i was a teen.,i download videos online.
468,my father passed away when i was a teen.,i download videos online.
469,i refuse to ride the bus.,i find joy in the littlest things.
470,i enjoy hearing others stories.,i sport trendy lenses.
471,i enjoy hearing others stories.,i sport trendy lenses.
472,i enjoy hearing others stories.,i sport trendy lenses.
473,my favorite place to go is the mall.,i hate cleaning.
474,my favorite place to go is the mall.,i hate cleaning.
475,i would lose my head it if were not attached to my shoulders.,i own a cute puppy.
476,i would lose my head it if were not attached to my shoulders.,i own a cute puppy.
477,i would lose my head it if were not attached to my shoulders.,i own a cute puppy.
478,i dropped out of college a month ago.,i like basketball.
479,i dropped out of college a month ago.,i like basketball.
480,i dropped out of college a month ago.,i like basketball.
481,i have a daughter.,i am a great cook.
482,i have a daughter.,i am a great cook.
483,i have a daughter.,i am a great cook.
484,i have been told i act like their father even though we are the same age.,i feel drawn to many objects.
485,i have been told i act like their father even though we are the same age.,i feel drawn to many objects.
486,i have been told i act like their father even though we are the same age.,i feel drawn to many objects.
487,i work in a lawyers firm.," i have a lot of hair on my face , but none on my head."
488,i work in a lawyers firm.," i have a lot of hair on my face , but none on my head."
489,i work in a lawyers firm.," i have a lot of hair on my face , but none on my head."
490,i love to shop on weekends.,i am really into the powers of crystals.
491,i love to shop on weekends.,i am really into the powers of crystals.
492,i enjoy making things.,i just adopted a pet.
493,i enjoy making things.,i just adopted a pet.
494,i enjoy making things.,i just adopted a pet.
495,i enjoy making things.,i just adopted a pet.
496,i enjoy making things.,i just adopted a pet.
497,i enjoy making things.,i just adopted a pet.
498,i like meat.,i listen to rap.
499,i like meat.,i listen to rap.
500,i like meat.,i listen to rap.
501,i can spend hours and hours scribing in my notebooks.,i do not have a girlfriend.
502,i can spend hours and hours scribing in my notebooks.,i do not have a girlfriend.
503,i can spend hours and hours scribing in my notebooks.,i do not have a girlfriend.
504,i am in a university.,i love to go boating when i have a spare moment.
505,i am in a university.,i love to go boating when i have a spare moment.
506,i am in a university.,i love to go boating when i have a spare moment.
507,i am in a lot of debt.,i am failing some of my classes.
508,i read fantasy fiction novels.,i enjoy swimming.
509,i read fantasy fiction novels.,i enjoy swimming.
510,i am allergic to seafood.,i have a terrible singing voice.
511,i never knew my dad.,i have three tattoos.
512,i never knew my dad.,i have three tattoos.
513,i never knew my dad.,i have three tattoos.
514,i am a yoga instructor.,i do not like acting.
515,i love animals.,i work for peta.
516,i love animals.,i work for peta.
517,i love animals.,i work for peta.
518,my father is dead.,i play piano.
519,my father is dead.,i play piano.
520,my father is dead.,i play piano.
521,i have a lot of friends.,i love dogs and cats.
522,i have a lot of friends.,i love dogs and cats.
523,i have a lot of friends.,i love dogs and cats.
524,i am allergic to cats.,i love to have my nails done.
525,i am allergic to cats.,i love to have my nails done.
526,i am not a dog person.,my religion is catholic.
527,i am not a dog person.,my religion is catholic.
528,i am not a dog person.,my religion is catholic.
529,burnt umber and tangerine are some of my top colored pencil choices.,i want to work in tech.
530,burnt umber and tangerine are some of my top colored pencil choices.,i want to work in tech.
531,burnt umber and tangerine are some of my top colored pencil choices.,i want to work in tech.
532,i like felines.,my career is in a library.
533,i like felines.,my career is in a library.
534,i like felines.,my career is in a library.
535,i want to go to europe.,seeing guys beat each other up on tv is awesome.
536,i want to go to europe.,seeing guys beat each other up on tv is awesome.
537,i want to go to europe.,seeing guys beat each other up on tv is awesome.
538,i want to go to europe.,seeing guys beat each other up on tv is awesome.
539,i want to go to europe.,seeing guys beat each other up on tv is awesome.
540,i want to go to europe.,seeing guys beat each other up on tv is awesome.
541,i want to go to europe.,seeing guys beat each other up on tv is awesome.
542,i want to go to europe.,seeing guys beat each other up on tv is awesome.
543,i want to go to europe.,seeing guys beat each other up on tv is awesome.
544,i enjoy fishing.,i love decorating for christmas.
545,i enjoy fishing.,i love decorating for christmas.
546,i enjoy fishing.,i love decorating for christmas.
547,i love going shopping at nice stores.,girls call my phone all day long.
548,i love going shopping at nice stores.,girls call my phone all day long.
549,i love going shopping at nice stores.,girls call my phone all day long.
550,i work in retail.,i love music.
551,i went past my masters and have higher qualifications in the books and letters of rome.,i rent a one bedroom.
