87  ,They help me when I'm stressed which is a lot because
88  ,I love my dogs.  I work hard at my job to support my animals.
89  ,Luckily I am able to take my dogs with me to work.
90  ,I'd rather just spend my free time reading.
91  ,I dislike cleaning as well and I would prefer to sit and read. I like books about trains.
92  ,I abhor cleaning but love to read about trains.
93  ,I wish I could spend more time with him.
94  ,I am a vet.
95  ,When I was in college I took in one of my classmate's dog but it ran away.
96  ,"My favorite football team if from Tennessee, the Titans!  Do you like other things from Tennessee, like the band Kings of Leon?"
97  ,"When i go to the games, sometimes there is a live band performing at halftime."
98  ,I used to listen to Kings of Leon when I was working out for football practice.  They are my favorite band.
99  ,I joined Green Peace.
100 ,I volunteer at an animal shelter when I have free time.
101 ,I don't like suffering at all.  That's why I stay active.
102 ,I don't think I could do my line of work if I didn't have determination.
103 ,"I agree, it's a quality I value very much. I have to, in my profession as a caregiver."
104 ,I pursued a career as an EMT.
105 ,I taught my siblings how to do math when I was younger.
106 ,Some of my siblings are good at numbers and I enjoy hanging around with them because my many siblings were a big part of my home life.
107 ,My father was an accountant.  It was a good way to support the large family that we had.
108 ,I don't see my parents often since I workout all the time.
109 ,There is a gym by my parents home.  I'm going to stop by when I visit them for the holidays.
110 ,I am always busy working out and working.
111 ,I just went to a production about the Day of the Dead.
112 ,"I like everything Mexican, especially salsa dancing."
113 ,The performing Arts Center serves Mexican cuisine.
114 ,I like dancing outside under the sky.  I love the color of the sky.
115 ,Some music feels like it has colors.
116 ,I like dancing outside.
117 ,I do watercolor paintings instead of celebrating Christmas.
118 ,I like the paintings on Christmas cards
119 ,I love doing art.  However I make no money from it so I can't buy Christmas gifts.
120 ,"I can't pilot a plane, but I do fly on airlines often for work, which is great because it gives me plenty of time to read a lot of young adult fiction."
121 ,I like reading books while on a plane.
122 ,"I've never been able to work, as I'm disabled. I spend a lot of time reading."
123 ,"My favorite historical film, Spartacus, inspired me to work out and get a strong body like the gladiators in that movie."
124 ,I like watching classic bodybuilding videos.
125 ,Ancient warriors depicted in history all had strong body that I admire so I like historical films.
126 ,My child wants to become a car designer.
127 ,"I don't mind babysitting, but I don't want my own. They aren't compatible with my corvette."
128 ,I take them for rides in my Jaguar.
129 ,My cat curls up in my lap when I read.
130 ,I found a bookstore that features the owner's three cats because I like cats.
131 ,"While im in my boat on the water, i always bite my fingernails."
132 ,I sometimes get nervous when I'm out on the water.
133 ,Sometimes being out on the water makes me nervous.
134 ,i am the oldest person i know who still works
135 ,I work a lot of hours too.  I don't think that I will ever retire.
136 ,"I have a neighbor that just retired, and he's bored to death."
137 ,I just graduated from business school and will go out to celebrate.
138 ,"When I got my business degree, I partied with my friends."
139 ,I passed my business exam.
140 ,"I love when the sky has a certain hie, which makes me think of my guardian angels who are a strenght to me."
141 ,I find beauty in things that others do not and am a very introspective type person.
142 ,The blue sky makes me think about my family.
143 ,I look at the sky with my children.
144 ,I take my dear ones outside to play every weekend.
145 ,I like lying out with my spouse on a summer night watching the stars.
146 ,I am currently looking for a job.
147 ,My partner fixes cars for a living.  My job is in a supermarket.
148 ,His business does not make enough money for bills. I went out and found work.
149 ,I work at the shelter.
150 ,"That's cool, is that your job? What exactly do you do?"
151 ,I grew up on a farm.  Now I work taking care of animals.
152 ,"I raise animals at home, which is a perfect complement to my job at the veterinary office where I help take care of pets."
153 ,I was born on a farm.  I love caring for pets.
154 ,I have a dog that needs dogsitting.
155 ,"Since I had no brothers or sisters, my mom had to teach me how to cut and dye my hair when I was growing up."
156 ,My sibling has a different hair color than me.
157 ,I used to try all kinds of weird things with my hair when I was bored as a child.
158 ,"Unfortunately, I don't get to read much any more because I have no time."
159 ,"But these days, I'm mostly reading childrens books outloud to my toddler."
160 ,"I love to read so I value my peace and quiet, which can be tough because as of recently I have a toddler."
161 ,My friends come over often to see my pets.
162 ,I consider all my pets my friends as well.
163 ,"They say people who love animals are more sociable, which is true for me. I have a lot of animals and a lot of friends."
164 ,I don't think I have the patience to deal with pets.  I like having my friends that go home at night.
165 ,"All of my buddies have pets and I have none, so whenever they're out of town I babysit their animals. Sometimes it feels like I also have a lot of pets!"
166 ,I like to hang out with my dogs and friends at the park.
167 ,I don't like to listen to music with my friends.
168 ,I have a lot of friends and I like doing things with them--everything except going to concerts because I do not like music.
169 ,We don't go to concerts much.
170 ,I have to exercise more and more because I love dessert so much that I've been gaining weight.
171 ,I love desert.  I don't feel guilty eating it because of how much I jog.
172 ,I jog to work off the desert I like to eat.
173 ,People are always getting me to hang out.
174 ,I work a lot too.  I work in a place answering phones.
175 ,I work from home with a call center.
176 ,I juice before i surf.  Right now i am starting a new juicing bar.
177 ,I’m thinking of starting a new juicing bar and the beach would be a great location for it because I know a lot of surfers would love some healthy juices.
178 ,I adopted a few dogs from the shelter I work at.
179 ,"I take care of animals for my job and it's a great place to work because I am an animal lover, which is why in my home we have several canines."
180 ,I adopted the canines from an animal shelter I used to work at.
181 ,Animals enrich our life. That's why in my home we have several canines.
182 ,"I was unable to afford veterinary school after high school and had to settle on a different career path, but I still love caring for the dogs we've adopted at our home."
183 ,I sometimes volunteer as a dog walker.
184 ,I'm dedicated to my career.
185 ,The hardest part about ballet is having to rehearse for hours and hours on end to get the performance just right.
186 ,What kind of show?
187 ,"I enjoy viewing the animals in the wild and I've made some great videos of them. Doing so inspired me at home, too, where I love videotaping my dog doing cute stuff."
188 ,I take videos of animals whenever I can.
189 ,I've started videotaping everything. I even videotaped the wild animals I saw when I took a vacation to the Grand Canyon.
190 ,I grew up on the cattle ranch that was passed down to my dad.
191 ,My dad ate meat on the battle field.
192 ,It was hard for my dad because there was no vegan option in the army.
193 ,I couldn't handle being cooped up in an office. I even barbecue all my meals so I can be outdoors.
194 ,I was on the internet the other day.  Did you know you can order steaks online?  I love steaks.
195 ,"My office is the kitchen.  I love to cook and eat, and especially I love steaks."
196 ,I'm not only into fashion. I'm also highly educated.
197 ,Red was a particularly thematic color in ancient rome.
198 ,Coloring my fingers makes me look distinguished.  Another way I stand out is getting all of my college degrees.
199 ,Cooking and sewing are important home skills. I want to sew so I don't spend too much on clothes.
200 ,Cooking connects me with people.  I also connect with people buy showing off all my clothes.
201 ,I usually spend all my money on buying clothes so I don't have a lot left over for entertaining
202 ,I love to read 1984.
203 ,I find reading relaxing when I am stressed.
204 ,I read so many book.
205 ,Thats cool. Those high hills look scary.
206 ,I don't like high terrain.
207 ,I have yet to raise a child.
208 ,I already have kids.  I'm a father.
209 ,You are going to love having children.
210 ,I couldn't do that.  I need to get my sleep at night.
211 ,My grandma has a hard time sleeping at night.
212 ,"My mom takes care of my grandma which keeps her up late sometimes. Not me, though; I am able to stay asleep all night."
213 ,He needed some cakes for props in a play.  So I baked some.
214 ,"How that's incredible! My girlfriend is currently in culinary school, she wants to work with pastries."
215 ,"My parents only had me, which was definitely more than they should have had."
216 ,"I am an only child and I think that may have negatively affected me.  I talk to a mental health professional, but I do not think she get me."
217 ,My parents sent me to therapy.
218 ,My interests don't really revolve around food.
219 ,I like listening to music while I eat.
220 ,I listen to the background songs at McDonalds.
221 ,"I went to school on a football scholarship. I enjoy sports, and getting fresh air."
222 ,I have fond memories of being in college and playing sports in the warm spring air.
223 ,I would be way to shy for anything like that.
224 ,I use humor to get friends.
225 ,I get nervous in front of people.
226 ,I need to be camouflaged o catch them.
227 ,I once had a pet chameleon and he blended in with my dark colored rug and I almost swept him up in my vaccuum.
228 ,Giant reptiles fit in the description of my car because my vehicle is a dark color.
229 ,I love to go shopping.  It's easy when you don't have any kids to worry about.
230 ,I remember shopping for school clothes.
231 ,I take care of people whenever I can. I fight for equal rights and exercise my right as a us citizen.
232 ,Is that your job? Or are you just a nice person? Also did you buy a gun recently?
233 ,"Being  a secret service agent is very rewarding and  lets me carry a gun,"
234 ,Feline food smells like fish.
235 ,I get to spend more time with my dog now that I am a retired computer programmer.
236 ,I spend most of time helping nurse animals back to health nowadays. It gave me a purpose now that I am a retired computer programmer.
237 ,My family are all doctors who aren't good at baking. I am in my second year of medical school.
238 ,I wish I could travel to exotic places to surf.  I don't make enough money to do that as I am a mechanic.
239 ,What is it you do for a living?
240 ,I don't usually have time to cook because I am always skateboarding.
241 ,"I had to get a job as a teenager because my parents both died young, and the advertising world gave me the stability I needed."
242 ,It has been tough but I still succeeded.
243 ,Sad to hear that happened then. How did you cope with it?
244 ,I ran track when I was a kid and I was pretty good. I've kept a lot of my trophies from my childhood.
245 ,I used to run competitively.
246 ,"I think the visuals in video games are always more interesting than the visuals of the real world, even spectacular ones like the sun."
247 ,The sun does that every day! Did you get up early? What kind of things do you do for fun?
248 ,The sun getting darker on its own was cool.  It was almost as cool as the new Mario game I play.
249 ,My favorite color is blue.
250 ,i'm not that into sports. i do want to be a singer though.
251 ,I had to get a high paying computer job to help support my single mother after the divorce.
252 ,My parents got a divorce when I was going to school for computers
253 ,"That's good, my parents are also divorced, but my mom and I don't really have a relationship. She doesn't approve of my job, what do you do for work?"
254 ,My car is a bright color.
255 ,My sporty vehicle has bright colors.
256 ,"I like darker colors for everything. Even my car is black, what kind of car do you have? What color is it?"
257 ,That is the best way to use your time.
258 ,"Yes, I am a teacher too.  Education is a passion of mine."
259 ,I admire educators.
260 ,"Education has always been a passion of mine as well, though instead of kids, I teach ESL classes at a night school for immigrating adults."
261 ,I love helping people learn
262 ,I admire educators.
263 ,"I'm not a big fan of video games, I prefer to read, and I go swimming every morning. Do you like swimming?"
264 ,I liked pet sitting for her.
265 ,I adopted my dog from a neighbor who was from Vietnam and once told me his people cooked and ate dogs back home.
266 ,After writing her last book my sister moved to Florida.
267 ,My sister lives in Florida now.
268 ,She moved to Florida.  I love to see her so I vacation in Florida every winter.
269 ,"Kids also love bowling, so sometimes I take them go out to the local bowling alley when I'm through treating them."
270 ,"That's cool, do you do this with your family? Do you have a family?"
271 ,I don't usually have that much time to bowl since I am working.
272 ,I don't have any pets.  I don't think I'd like them in my car.
273 ,"It's a new car and I won't let my dog inside because he'll get hair everywhere, so he also has to stay home alone when I go driving."
274 ,My dogs simply cannot come with me.  They are too big for my small car.
275 ,I don't eat any meat or dairy products.  A lot of other Catholics do though.
276 ,I hear many buddhists don't eat meat or dairy.
277 ,"Catholicism allows you to eat whatever you want, but I'm lactose intolerant and can't have dairy."
278 ,Woman around the world are so beautiful its like looking at flowers.
279 ,"Yeah, I follow this French Florist and she is so pretty, I wish that I lived in France so I could buy some followers from her."
280 ,I think that females all love getting flowers.  I love picking them myself.
281 ,i like giving women flowers
282 ,"Females from other countries are pretty, but some foreign places have odd customs. For instance, I'm dating this girl right now who comes from a place where the woman woos the man. But that's okay because I enjoy relaxing and getting flowers."
283 ,I think anything feminine is beautiful.  I love flowers too.
284 ,I just hate it when dessert gets on my clothes.
285 ,I like my jeans too much to let myself eat many desserts.
286 ,"I like dessert, but if I eat too much, I won't be able to fit into my jeans.  I like things in the DK line."
287 ,"I love to use oils to create vivid landscapes which many people admire, especially my mother. She's always been my biggest fan; when it comes to being supportive, there is nothing like my mother."
288 ,My mother likes arts and wishes she knows how to do oil paintings.
289 ,i used to take classes from my mom before she passed away.
290 ,I like sports too because I need to exercise a lot in order to burn off all the calories I eat. I like all sorts of food but my favorite food is pizza.
291 ,I like to eat pizza when watching sports.
292 ,I eat and drink when i watch the games on tv.
293 ,I only went for the sports.
294 ,I have no self control when it comes to sports cars.
295 ,My job allows me to afford all the candy I want.
296 ,I lost a job for eating too much candy that was for sell.
297 ,I use human automation in my business.
298 ,I like working with machines.
299 ,Wow that sounds like an exciting field.
300 ,How does that work? Lots of people say that but what does ot entail about someone or their abilities?
301 ,"Oh how interesting, how do you find inspiration for new ideas for your job? When I'm uninspired, I like to listen to music, what about you?"
302 ,"I am in advertising and I've learned that spots that command attention are the most effective, which is good for me because I like listening to loud sounds."
303 ,My favorite thing to do with my strings is visit the zoo and strum for the animals. They get excited when they hear the music.
304 ,I play music at the zoo.
305 ,I could never stay in a zoo.  I travel around the world with my band.
306 ,My dad was fully Italian.
307 ,my father was a professor in spain
308 ,My father is Spanish and has olive skin.
309 ,I stay away from one ingredient that I hate.
310 ,I love making pizza. But i really hate the taste of cheese.
311 ,I love a great burger.
312 ,me too. i just bought a beautiful new sweater with a blue pup design.
313 ,My puppy has red fur which is my favorite color.
314 ,"My puppy has a red collar, since I don't like blue."
315 ,I like puppies and I bought my new puppies red and yellow collars because I do not like blue.
316 ,My neighbor once dyed his puppy's fur blue for Halloween and I hated it.
317 ,I like pitbulls but only certain types.
318 ,Going to see a band with my mates is fun.
319 ,neither do i or my many friends.
320 ,I like being a comedian.  I can now do it right on my expensive iphone through video recording.
321 ,I like to record my stand-up routine on my phone.
322 ,My favorite part about apple phones is taking funny selfies with them to make my friends laugh.
323 ,"I love foreign vehicles, which I discovered when I worked on a farm overseas. That's also where I learned I dislike orange vegetables from the ground."
324 ,I think that I would love an orange car but it reminds me too much of carrots.
325 ,I had an orange car once.  I hated it because it reminded me of carrots.
326 ,I take care of people and drive them to their appointments.  I want to have a van to drive them though.
327 ,My mother used to drive a large van for the local mental health facility.
328 ,"I try to do that with my friends, I am the only one who has a car so I drop my friends off at work."
329 ,My parents made a lot of sacrifices to pay for my piano lessons when I was a child.  We didn't have a big household income as my father used to be a mechanic.
330 ,"I like buying things on sale, but it's hard to calculate the percentage off."
331 ,there is a 25% off sale at macys. how much would a 90$ jacket cost there?
332 ,It's a great feeling when there is a discount but I have having to do the math to figure out what I'm going to save.
333 ,She sacrificed throughout her life to make things better for me. She is the reason I am in college.
334 ,I also have a dog. I adopted it when my parents got divorced.
335 ,My parents let me have a dog when I was a child.
336 ,My parents have the same dog that they had 10 years when they first got married.
337 ,"I need to actually play to improve my physical conditioning, but I hone my strategy by playing football in video games, which I love to play."
338 ,I don't get much exercise with my hobbies.
339 ,"I love science, but I'm the odd one out in my family."
340 ,"I am very interested in science also.  My first job involved a research laboratory, and my work in the lab was always most important to me."
341 ,Most of science takes place in the lab.
342 ,It is important for me to go to the gym so I am in good physical shape or my job helping animals.
343 ,I also love taking my dogs for a run. I have four dogs at the moment.
344 ,I like to sit outside eating at the restaurant and look at the sky.
345 ,I like outdoor restaurants where you can take in the sky.
346 ,"I love going to eat, but I like to be seated outside.  I just love the color of the sky."
347 ,"I know how to do hair.  However, due to the pandemic, I can only train people to do it online."
348 ,I'm a hair and make-up influencer. I have a you-tube channel that teaches beauty techniques.
349 ,I give makeup tutorials
350 ,i work as a chef in a restuarant
351 ,I have to go to cafes because I work so much.
352 ,I'll do anything to save money.
353 ,I'm a teenager.  One day I want to go skydiving.
354 ,I had many dreams when I was a kid.
355 ,"I am just a kid, but I really like dangerous, thrill seeker-type sports—you know, the kind of stuff you gotta do before you get too old. In fact, I hope to get to go skydiving while I still can."
356 ,"I enjoy going to concerts, though."
357 ,"But that doesn't stop me from singing, especially when I'm at a concert."
358 ,I don't like wearing perfume.
359 ,I use my smartphone all the time.  I use the GPS all the time for my job delivering parcels.
360 ,What could many do without it? I even regularly earn most of my income via my phone.
361 ,It's hard to keep my hands off my smartphone when I'm working.
362 ,"I left my work to see the world, but I was compelled to return to my job because I love the work too much so once again I make software."
363 ,I do freelance work now and am a digital nomad.
364 ,Software work pays so well that I'm hoping to retire early so I can travel around the world before I'm too old.
365 ,It's just a job to make ends meet until I can get my real career going.
366 ,Working at a drive thru is not what I want to do forever.
367 ,I am a musician along with working at a fast food place.
368 ,I cook when I am not posting pics on facebook.
369 ,I post pictures of myself cooking.
370 ,Using Facebook is a good form of entertainment.  I use Facebook to post pics of my passion for cooking.
371 ,I love posting pics.  I always post what I have cooked.
372 ,I love posting about my hobbies on Facebook.
373 ,Sounds like something you are passionate about.  Cooking is my passion!
374 ,"I hate the cold and love the heat, among Summer sports for sure!"
375 ,One of my favorite sports to play in the cooler months is basketball.
376 ,My least favorite thing about the colder months is it's too icy to play hoops on the basketball court. I keep slipping.
377 ,I don't have a spouse.  I was only married for ten months.
378 ,I thought you were married to a chiropractor in training before?
379 ,I divorced my wife.
380 ,fishing takes my mind off a lot of things
381 ,"I like catching sharks, which looks hard but it's pretty simple: a cage, a spear gun, that's all you need—and that's good because I like things that aren't complicated."
382 ,I can't imagine trying something that exciting.
383 ,"I love my two dogs, but couldn't keep up their care once I had children."
384 ,I prefer children.
385 ,I am not an animal person.  I'd rather spend time with my kids.
386 ,I try to eat healthy to build muscle.
387 ,"I think that vegetables don't give people enough nutrients for exercise, and since I go to the gym a lot to lift weights, I prefer eating meat."
388 ,I love being big and bulk.  That's why I need meat instead of just eating some vegetables.
389 ,I wish I had more time to do the things I enjoy.
390 ,I see a lot of amazing gardens when I travel around different places in the city.
391 ,My kids always laugh at me.  They find it funny that I sing in the shower.
392 ,What do you do to blow off steam?
393 ,"I prefer to listen to things more in the urban genre when it comes to music. That's what we play at the vet's office where I work, which is nice because I like working with animals."
394 ,I like to listen to music when I am volunteering at the local animal shelter.
395 ,I recently discovered that animals also enjoy music. The animals at the pound where I work always relax when I play music in the classical genre.
396 ,I like to jog on the beach.  There are nice ones on the Atlantic.
397 ,"I like a lot of athletic activities. Jogging, and I like to surf too, but the atlantic beaches don't have very high waves in this country. I haven't been to the west coast yet."
398 ,"I used to be very athletic and swim all the time, but I don't anymore since I moved from the east coast to the midwest. I wish we had moved to California but the only beaches I have seen in this country are on the Atlantic."
399 ,Some of the locations re very exotic and have delicious rare fruits in their trees.
400 ,I take fruit with me when I go hunting giant reptiles.
401 ,I feed fruit to reptiles.
402 ,"I like fruit so I always make sure to have some with me. It comes in handy when I'm out and about for long stretches of time, which happens a lot because I have a weird hobby of hunting giant reptiles in remote locations!"
403 ,I feed fruit to reptiles
404 ,I have an iguana that loves fruit.
405 ,I don't have a lot of time off but when I do I go to the ocean.
406 ,I would hate working in the medical world -- being homeless would be more enjoyable than that I think.
407 ,I like trips to the ocean when I am not working at the hospital.
408 ,I like the arts like making food and dancing.
409 ,Making food is great but it wasn't making me money.  So I left and started attending dance school.
410 ,I considered going to culinary school.
411 ,i listen to it so much it affects my studying.
412 ,I need to stop listening to songs like jailhouse rock and study harder.
413 ,I spend too much time listening to music.
414 ,I fired all of my employees that worked too much.
415 ,They have to pay you if you work overtime in the US.
416 ,"I don't like it either, but you have rights to quit."
417 ,But I also spend alot on things I don't need while in nature.
418 ,i enjoy nature and I am in debt.
419 ,I might wind up losing my house and living in a tent.
420 ,I was in love years ago but he left me. I get hit on a lot because of my cute laugh though.
421 ,"I am still in love with my ex boyfriend but he says he is annoyed by my quirks, like my laugh, but I don't understand because other people say I have a cute laugh."
422 ,My ex always liked the way I laughed.
423 ,"When I have time off work, I read fiction books, and my favorite books are always well organized in their plots."
424 ,I don't have that much time to read because of my work.
425 ,I am an educated person who likes to read and works in an office.
426 ,I am too tough for a manicure.  I prefer seeing guys fighting on television.
427 ,"Must have to look good for your special daily regime, right?"
428 ,I don't always like girly things. I am also into UFC.
429 ,Ireallylikeblue.
430 ,I enjoyed my trip to Europe.  However I like my large city more.
431 ,I stayed in a small village.
432 ,Europe is completely different than where I live.  I live in a huge city.
433 ,"I never went camping,  My mother never did those things because she was a fancy clothing designer."
434 ,My mom could help with the camping clothes.  My mom is a clothing designer and even has a line.
435 ,I really like clothes made for outdoors
436 ,I am the opposite of my mom.
437 ,I never got to go camping as a child because my parents were too busy with their careers.
438 ,I enjoy outdoors clothes more than the outdoors itself.
439 ,"Me too, I like to cook on dates as well. Men find it really impressive, have you cooked for a man?"
440 ,Do you just cook mostly for yourself or do you like to get feedback from others too?
441 ,I like to cook for my dates.
442 ,"That's cool, I like to bike to work to be more active, what do you do for work?"
443 ,Keeping active is very important.  That is why on the weekends I work as a server since it keeps me moving.
444 ,"I try to keep active, so I exercise every morning during the week. That's the only time I can do it because I am a server on the weekends."
445 ,My sister brought her dirty dog in my car with us on the trip to the beach.
446 ,I like them better than pets.
447 ,"Same with me.  Often I need to get away from them, so I enjoy taking long walks outside."
448 ,I have a lot of roommates too.  We like taking walks outside in the morning.
449 ,I have to go outside to take a break from my roommates.
450 ,That's really neat. I stay on the grounds of a zoo in a really nice state.
451 ,i prefer living near the wild
452 ,The zoo gets a lot of traffic from people visiting from beantown.
453 ,I think I have a pretty healthy looking butt.
454 ,I like to stay fit by shaking my but and eating no animal products.
455 ,I avoid cheese because I think it makes my butt look big.
456 ,"Well if you get to the point where you need someone in the human resources department of your new company, my wif recently got laid off from her job and could use a new one."
457 ,I have to supplement my household income.
458 ,I also am into taxidermy as a hobby.
459 ,"Food, fashion and beauty seem to all permeate for many in an active or hectic kind of lifestyle."
460 ,Another great use of vinegar is getting stains out of even the most fashionable dresses. I her the fashion industry uses a vinegar solution when they're doing a show.
461 ,I also have a few other hobbies.
462 ,Games on court usually have big indoor arenas. In these arenas are a lot of different shops.
463 ,There's a basketball court near the shopping mall that I like to go to.
464 ,What type of clan is it again? The group that makes pottery and stuff? Do you like those things?
465 ,My favorite part about making things is to gift those things to people in my clan.
466 ,I love working with others but not if they are a burden to my creativity.
467 ,My dog cannot be left alone.
468 ,I have two dogs. They stay home alone when I travel.
469 ,"I however, don't need help caring for my pets."
470 ,I had my babies listen to them in their crib
471 ,My favorite part about being in the zoo is playing my guitar strings for the animals. They seem to really like it!
472 ,I love playing the guitar.  I play it at the zoo where I live.
473 ,I don't go around much.  I stay in a zoo.
474 ,I wish I enjoyed cooking. My talents are more musical. I can play piano.
475 ,I want to travel with animals
476 ,I am in a lot of debt because I spend a lot of money traveling to different nature spots but I can't help it because I enjoy nature.
477 ,I enjoy nature a lot and it’s also free which makes it very helpful to cutting spending on activities.
478 ,"i hope you can recover from it. enjoying nature, something i happen to do, might help."
479 ,I like to show off my tattoos while out shopping.
480 ,I am into fashion
481 ,"i like shopping, and do have two tattoos."
482 ,"I recently hurt my arm trying to do house work repairs. My husband used to do that kind of work, but he passed away last year."
483 ,"My husband is alive, but it is a miracle because he is the clumsiest person I've ever met."
484 ,"My favorite animal is the red panda, which is why I dyed my hair red. It worked so well that even my follicles look red."
485 ,"My follicles get red sometime because of allergies, and have bad allergic reactions to my neighbors dogs."
486 ,Unfortunately I am allergic to animals.
487 ,Do you have a husband or kids?
488 ,My favorite things to do growing up were milk the cows and go to the library to read about farming.
489 ,"I work in a library now, but I was raised on a farm.  I used to have cows as pets."
490 ,"I used to go to the library all the time as a kid to read up about animals, especially cows, as I had cows as pets growing up."
491 ,"Yes, I like to role play also.  I am pretty good at it, too, because I can memorize lines."
492 ,I like role playing.  I'm good at memorizing lines.
493 ,I like acting out as roleplaying characters.
494 ,In my free time I like to watch the minnesota twins and cartoons.
495 ,"If I'm watching sports, baseball is my favorite."
496 ,I especially like to watch baseball.
